"designId","name","category"
17359,"ANIMAL NO. 17 - 2014 ""NO.3""","Bricks, Special"
17360,"ANIMAL NO 3 2014 ""NO 6""","Bricks, Special"
17366,"ANIMAL NO. 17 - 2014 ""NO.4""","Bricks, Special"
17373,"MINI LOWER PART ""NO. 652""","Bricks, Special"
17382,"TOP SHELL NO. 8  ""NO. 1""","Bricks, Special Circles And Angles"
17395,"TOP SHELL NO. 8 ""NO.2""","Bricks, Special Circles And Angles"
17398,"ANIMAL NO.14 -2014 ""NO.2""","Bricks, Special"
17399,"ANIMAL NO.14 -2014 ""NO.3""","Bricks, Special"
17408,"ANIMAL NO.15 - 2014. ""NO.1""","Bricks, Special"
17410,"ANIMAL NO 1 2014 ""NO 7""","Bricks, Special"
17412,"TOP SHELL NO.7 ""NO.1""","Bricks, Special Circles And Angles"
17414,"ANIMAL NO.15 -2014. ""NO.2""","Bricks, Special"
17415,"ANIMAL NO.15 -2014 ""NO.3""","Bricks, Special"
17422,"TOP SHELL NO.7 ""NO.2""","Bricks, Special Circles And Angles"
17434,"LION YOUNG W/HOLE Ø 1,5 NO.2","Bricks, Special"
17436,"CREATURE NO. 23 DEC. 1","Bricks, Special"
17437,"SEALION W. HOLE Ø1,5 NO. 1","Bricks, Special"
17439,"BEAR SITTING W/HOLE Ø 1,5 NO. 2","Bricks, Special"
17440,"MONKEY W/HOLE Ø 1,5 NO. 2","Bricks, Special"
17454,"TRAINFRONT 2X6X2","Bricks, Special"
17457,"GLAS FOR TRAINFRONT 2X6X2","Bricks, Special"
17458,"BOX W/SEAT 4X4X1,5 ""NO 4""","Bricks"
17462,"TOP SHELL NO. 12 ""NO. 1""","Bricks, Special Circles And Angles"
17465,"MINI HEAD ""NO 1410""","Bricks, Special"
17478,"CAPE, DUPLO FIGURE","Bricks"
17480,"CREATURE HEAD UPPER PART DECO 2","Bricks, Special Circles And Angles"
17485,"BRICK 2X2 ROUND WITH HOLE Ø4,85","Bricks, Special"
17486,"LEG 1X2X2 WITH SNAP","Bricks, Special"
17492,"DUPLO BRICK 1X2X2 ""NO. 15""","Bricks"
17494,"DUPLO ROOF TILE 2X2X1 1/2 ""NO 7""","Bricks"
17495,"MINI LOWER PART NO 645","Bricks, Special"
17497,"MINI HEAD ""NO.1414""","Bricks, Special"
17501,"MINI FIGURE, SKIRT 3 ""NO.1""","Bricks, Special"
17503,"MINI HEAD ""NO 1418""","Bricks, Special"
17505,"MINI HEAD ""NO. 1419""","Bricks, Special"
17508,"MINI HEAD ""NO 1420""","Bricks, Special"
17509,"MINI LOWER PART ""NO 659""","Bricks, Special"
17516,"MINI HEAD ""NO 1421""","Bricks, Special"
17521,"MINI LOWER PART ""NO. 661""","Bricks, Special"
17537,"MINI LOWER PART ""NO. 663""","Bricks, Special"
17540,"FLAG 4X2X1 ""NO. 5""","Bricks"
17556,"DUPLO BRICK 2X2, TRANSPARENT","Bricks"
17558,"MINI HEAD ""NO 1422""","Bricks, Special"
17563,"MINI LOWER PART ""NO 664""","Bricks, Special"
17567,"CREATURE HEAD UPPER PART DECO 3","Bricks, Special Circles And Angles"
17569,"SHELL A 5M, NO. 31","Bricks, Special Circles And Angles"
17570,"MINI LOWER PART ""NO. 662""","Bricks, Special"
17571,"SUPER CHEST DECO NO.11","Bricks, Special Circles And Angles"
17574,"MINI LOWER PART ""NO 665""","Bricks, Special"
17578,"DUPLO SIGN, ROUND ""NO. 6""","Bricks"
17579,"MINI HEAD ""NO. 1423""","Bricks, Special"
17593,"MINI LOWER PART ""NO. 665""","Bricks, Special"
17601,"SHELL A 4M, NO. 25","Bricks, Special Circles And Angles"
17611,"ANIMAL NO. 6 - 2013 ""NO. 5""","Bricks, Special"
17613,"MINI HEAD ""NO. 1424""","Bricks, Special"
17617,"MINI LOWER PART ""NO. 666""","Bricks, Special"
17619,"MINI LOWER PART ""NO. 667""","Bricks, Special"
17646,"FLAG 4X2X1 ""NO. 4""","Bricks"
17647,"BAG, SPORT, DEC. 4","Bricks, Special"
17648,"JEWEL W. Ø1,5 PIN ""NO. 2""","Bricks, Special"
17650,"ROOF TILE 2X2X2/65 DEG. ""NO. 44""","Bricks, Special"
17651,"MINI HEAD ""NO. 1428""","Bricks, Special"
17653,"MINI LOWERPART ""NO 669""","Bricks, Special"
17657,"CREATURE HEAD UPPER PART DECO 4","Bricks, Special Circles And Angles"
17659,"MINI LOWERPART ""NO 670""","Bricks, Special"
17661,"MINI HEAD ""NO. 1430""","Bricks, Special"
17663,"RAMP 4X8X6,4 W. WING NO.3","Bricks, Special"
17665,"FLAT TILE 2X4 ""NO. 63""","Bricks, Special"
17667,"FLAT TILE 1X1, ROUND ""NO.23""","Bricks, Special"
17675,"SHELL A 5M, NO. 32","Bricks, Special Circles And Angles"
17678,"MINI LOWER PART ""NO. 671""","Bricks, Special"
17696,"FRONT, 2X2, SPORT NO. 5","Bricks, Special"
17697,"WALL 1X6X6 W. WINDOW NO. 7","Bricks, Special"
17703,"MINI HEAD ""NO. 1432""","Bricks, Special"
17705,"MINI HEAD ""NO. 1433""","Bricks, Special"
17715,"SHAFT 3M Ø3.2","Signs, flags and poles"
17728,"MINI HEAD ""NO. 1434""","Bricks, Special"
17735,"MINI HEAD ""NO. 1437""","Bricks, Special"
17742,"MINI LOWER PART ""NO. 675""","Bricks, Special"
17743,"HEAD, FEMALE 1, DEC. 14","Bricks, Special"
17744,"TWEEN ARM, SHORT ASSEMBLED","Bricks"
17761,"MINI HEAD ""NO. 1435""","Bricks, Special"
17769,"MINI LOWER PART ""NO. 673""","Bricks, Special"
17776,"RAMPE 4X8X6,4 M. VINGE NO. 4","Bricks, Special"
17781,"MINI LOWER PART ""NO. 674""","Bricks, Special"
17803,"MINI HEAD ""NO 1440""","Bricks, Special"
17816,"FLAT TILE 1x3 DEC. 5","Bricks, Special"
17817,"ANIMAL NO. 17 - DECO NO. 1","Bricks, Special"
17824,"SMALL TORN CAPE","Bricks, Special"
17833,"MINI SACK W. 3.2 SHAFT","Bricks, Special"
17835,"ROUND SHIELD","Bricks, Special"
17836,"PLATE 3X4 WITH 4 KNOBS","Plates"
17845,"SHELL A 5M, NO.33","Bricks, Special Circles And Angles"
17848,"SHELL A 5M, NO.34","Bricks, Special Circles And Angles"
17849,"FLAT TILE 1X2 ""NO.137""","Bricks, Special"
17855,"SHIELD NO. 5 DECO 2","Bricks, Special Circles And Angles"
17884,"BASEBALL BAT  Ø3.2 SHAFT""NO.2""","Bricks, Special"
17940,"FIGURE W. STETHOSCOPE V2","Bricks"
17947,"SURF BOARD  W. KNOB","Bricks, Special"
17964,"SATELLITE DISH Ø16 NO. ""1000""","Bricks, Special"
17968,"FLAT TILE 1X1, ROUND ""NO.24""","Bricks, Special"
17979,"PALLET 1.5 MM  5X6 W. Ø3.2 HOLDER","Bricks, Special"
18012,"ENGINE 2X4X2","Bricks"
18016,"BOX WITH HANDLE 4X4X1.5","Bricks"
18018,"AXE","Bricks"
18031,"MINI LONG SWORD","Bricks, Special"
18034,"MINI SHORT SWORD","Bricks, Special"
18041,"HARPOON SPIKE","Bricks, Special"
18047,"MINI FIGURE HELMET, NO.52""NO1""","Bricks, Special"
18059,"MINI FIGURE HAT, NO. 24 ""NO. 1""","Bricks, Special"
18060,"MINI FIG. HELMET, NO.50 ""NR. 1""","Bricks, Special"
18063,"MINI FIGURE HAT, NO. 25 ""NO. 1""","Bricks, Special"
18093,"2X2 ROUND BRICK W. KNOB ""NO.1001""","Bricks, Special"
18123,"BRICK 1X1 ""NO. 11""","Bricks, Special"
18125,"ROOF TILE 2X2X2/65 DEG.NO. 46","Bricks, Special"
18133,"MINI FIGURE HELMET,NO.53 ""NO.1""","Bricks, Special"
18136,"PLATE W. BOW  2X2X2/3 ""NO 4""","Bricks, Special"
18137,"JESTER ""NO.4""","Bricks, Special"
18138,"MINI FIGURE WIG, NO. 84 ""NO. 2""","Bricks, Special"
18142,"MINI FIGURE HELMET, NO.51""NO.1""","Bricks, Special"
18143,"MINI FIGURE HAT, NO. 23 ""NO. 1""","Bricks, Special"
18148,"SHOULDER CLOTH ""NO 2""","Bricks, Special"
18165,"HELMET NO. 57","Bricks, Special"
18174,"MINI HEAD ""NO 1470""","Bricks, Special"
18175,"MINI HEAD ""NO. 1471""","Bricks, Special"
18176,"MINI HEAD ""NO. 1472""","Bricks, Special"
18177,"MINI HEAD ""NO. 1473""","Bricks, Special"
18178,"MINI HEAD ""NO. 1474""","Bricks, Special"
18180,"MINI HEAD ""NO. 1475""","Bricks, Special"
18182,"MINI HEAD ""NO. 1476""","Bricks, Special"
18183,"MINI HEAD ""NO. 1477""","Bricks, Special"
18189,"MINI HEAD ""NO. 1478""","Bricks, Special"
18190,"MINI HEAD ""NO. 1479""","Bricks, Special"
18191,"MINI HEAD ""NO. 1480""","Bricks, Special"
18192,"MINI HEAD ""NO. 1481""","Bricks, Special"
18193,"MINI HEAD ""NO. 1482""","Bricks, Special"
18194,"MINI HEAD ""NO. 1483""","Bricks, Special"
18195,"MINI HEAD ""NO. 1484""","Bricks, Special"
18196,"MINI HEAD ""NO. 1485""","Bricks, Special"
18198,"MINI HEAD ""NO.1489""","Bricks, Special"
18200,"MINI FIGURE, SKIRT NO.3","Bricks, Special"
18202,"MINI FIGURE, WARRIOR CAPE","Bricks, Special"
18226,"MINI WIG NO. 6","Bricks, Special"
18227,"MINI WIG NO. 5","Bricks, Special"
18228,"MINI WIG NO. 18","Bricks, Special"
18257,"MINI LOWER PART ""NO. 707""","Bricks, Special"
18261,"MINI LOWER PART ""NO. 709""","Bricks, Special"
18262,"MINI LOWER PART ""NO. 717""","Bricks, Special"
18267,"MINI LOWER PART ""NO. 710""","Bricks, Special"
18268,"MINI LOWER PART ""NO. 711""","Bricks, Special"
18269,"MINI LOWER PART ""NO. 712""","Bricks, Special"
18270,"MINI LOWER PART ""NO. 713""","Bricks, Special"
18271,"MINI LOWER PART ""NO. 714""","Bricks, Special"
18272,"MINI LOWER PART ""NO. 715""","Bricks, Special"
18273,"MINI LOWER PART ""NO. 716""","Bricks, Special"
18274,"STICK 6M W/FLANGE","Bricks, Special"
18277,"ANIMAL TAIL","Bricks, Special"
18306,"HORSE, SADDLE","Bricks, Special"
18309,"ROOF TILE 2X2X2/65 DEG. ""NO. 26""","Bricks, Special"
18310,"ROOF TILE 2X2X2/65 DEG. ""NO. 27""","Bricks, Special"
18315,"MINI SPACE MARINE ARMOR ""NO. 4""","Bricks, Special"
18316,"SHIELD ""NO.5""","Bricks, Special"
18324,"MINI FIGURE, BASEBALL CAP ""NO. 9""","Bricks, Special"
18325,"FLAT TILE 2X2 ""NO. 17""","Bricks, Special"
18326,"MINI WIG NO. 32 ""NO. 3""","Bricks, Special"
18327,"FLAT TILE 1X2 ""NO. 14""","Bricks, Special"
18328,"MINI TEDDY BEAR ""NO.5""","Bricks, Special"
18329,"MINI GENIE LOWER PART ""NO. 1""","Bricks, Special"
18330,"MINI GUITAR 2 ""NO. 1""","Bricks, Special"
18352,"TECHNIC STEER.WHEEL/SPORT","Bricks, Special Circles And Angles"
18353,"FEMALE, HIP W/SHORTS NO. 1","Bricks, Special"
18354,"FLAT TILE 1X8 ""NO. 31"" 2/2 FRENCH NO.2","Bricks, Special"
18356,"FLAT TILE 1X8 ""NO.""35""","Bricks, Special"
18383,"CREATURE HEAD NO. 3 ""NO.2""","Bricks, Special"
18390,"STRAP 12 M","Bricks, Special"
18394,"WING FIRE W/SHAFT Ø3.2 MM/4 MM 41/44","Bricks, Special"
18395,"FLAME TRIBAL W/SHAFT Ø3.2 MM","Bricks, Special"
18396,"FLAME TRIBAL 3.5X12 W/CROSS AXLE 21/191","Bricks, Special Circles And Angles"
18404,"BIG SHOCK ABSORBER","Bricks, Special Circles And Angles"
18405,"ASSEMBLY SHOCK ABS.(VERY HARD)","Bricks, Special Circles And Angles"
18433,"ROOF TILE 2X2/45° ""NO. 18""","Bricks, Special"
18450,"TYRE WIDE Ø81,6x44","Bricks, Special Circles And Angles"
18454,"REFRIGERATOR DOOR","Bricks"
18455,"BRICK 2x4x1 2/3 W/Ve STUB","Bricks, Special"
18488,"HEMISPHERE 4X4 W. 4 KNOBS","Bricks"
18512,"FLAT TILE 1X1 ""NO. 1""","Bricks, Special"
18516,"FARM TRAILER ASS.","Bricks"
18520,"UNIVERSAL TRAILER ASS.","Bricks"
18527,"BASE W. B-CON. 4X8X2","Bricks"
18533,"DOOR WITH 4 HINGES","Bricks"
18575,"DOUBLE CONICAL WHEEL Z20 1M","Bricks, Special Circles And Angles"
18585,"2*4 LAUNCHER","Bricks, Special"
18587,"SIX SHOOTER TRIGGER","Bricks, Special Circles And Angles"
18588,"SIX SHOOTER HOUSING","Bricks, Special Circles And Angles"
18590,"GEARWHEEL Z8 W/4,85 HOLE","Bricks, Special"
18591,"DECO CONE D31,3*5M W/4.85 BUSH","Bricks, Special Circles And Angles"
18592,"PROPELLER D103","Bricks, Special Circles And Angles"
18596,"SWITCH RIGHT","Bricks, Special"
18601,"PLATE 12X24 W/6X6 ROUND CUTOUT","Bricks, Special"
18612,"SWITCH LEFT","Bricks, Special"
18624,"PLATE 1X4 SPLIT-LEVEL","Bricks, Special"
18626,"BOGIE PLATE 4X6","Bricks, Special"
18634,"CAMELEON W/ HOLE Ø1,5 - NO 2","Bricks, Special"
18636,"WIG,  WAVY 1","Bricks, Special"
18637,"WIG,  TIED BACK 1","Bricks, Special"
18638,"MINI LOWER PART ""NO. 745""","Bricks, Special"
18639,"WIG, STRAIGHT 1","Bricks, Special"
18640,"WIG, PONYTAIL 1","Bricks, Special"
18641,"WIG, CURLY 1","Bricks, Special"
18643,"FLAT TILE 2X2, ROUND ""NO. 14""","Bricks, Special"
18644,"MINI WIG NO. 24 ""NO. 1""","Bricks, Special"
18646,"PLATE HALF CIRCLE 3x6 WITH CUT","Bricks, Special"
18649,"Plate 1x2 w. 2 shafts ø 3.2","Plates, special"
18651,"Cross axle 2m w. snap w. fric.","Bricks, Special Circles And Angles"
18652,"BRICK 2X8X2 W. INSIDE BOW","Bricks"
18653,"Brick 1x3x2 w. inside bow","Bricks with bows and arches"
18654,"BEAM 1X1","Bricks, Special Circles And Angles"
18658,"BAG, BASKET","Bricks, Special"
18659,"LAPTOP","Bricks, Special"
18660,"CHERRY,","Bricks, Special"
18663,"SUPER JUMPER","Bricks, Special"
18671,"BRICK W. PLATE 2X3X1 1/3","Bricks, Special"
18674,"PLATE ROUND W. 1 KNOB","Bricks, Special"
18675,"COCKPIT Ø47,79 W. SHAFT Ø3,2","Bricks, Special"
18677,"PLATE 1x2 W. HORIZONTAL HOLE Ø4,85 REV.","Bricks, Special"
18692,"CAPE, SMALL, TOP PART 19X38 MM, ""NO. 1""","Bricks, Special"
18693,"MINI LOWER PART ""NO. 708""","Bricks, Special"
18694,"MANTLE FOR MINI FIGURE, DECO.""NO.1""","Bricks, Special"
18695,"ROUND SHIELD ""NO. 6""","Bricks, Special"
18709,"FLAT TILE 1X2 ""NO. 12""","Bricks, Special"
18710,"FLAT TILE 1X2 ""NO. 13""","Bricks, Special"
18720,"PLANE BASE 12x12x2,5","Bricks"
18738,"ICE AXE","Bricks, Special"
18740,"MICROPHONE W/ Ø3.2 SHAFT","Bricks, Special"
18742,"BUCKET","Bricks, Special"
18744,"SKI 6M WITH KNOB","Bricks, Special"
18745,"SKI STICK 3M,  W/SHAFT Ø3,2","Bricks, Special"
18746,"MINI FIGURE SNOW BOARD","Bricks, Special"
18747,"MINI ROLLER SKATE","Bricks, Special"
18753,"ROTOR BLADES Ø24 W. SNAP","Bricks, Special"
18754,"MINI FIGURE, SKATE","Bricks, Special"
18759,"DOUB. INVERT.ROOF TILE 1X3/45°","Bricks, Special"
18762,"CHILD FIGURE, NO. 16","Bricks"
18783,"WALL 1X2X2 PLANK PATTERN","Bricks"
18805,"CUP W. GROOVES, 4X4X1½","Bricks"
18806,"FRAME 2X4X2 WITH HINGE","Bricks"
18814,"ROOF TILE 4X4X2","Bricks"
18816,"DOOR 4x3 W/HANDLE","Bricks"
18822,"MINI HAT NO. 26","Bricks, Special"
18823,"CHILD FIGURE 6","Bricks"
18825,"CHILD FIGURE 7","Bricks"
18838,"ARCH 1X12X3","Bricks, Special"
18841,"FINAL BRICK 2X2 TR.","Bricks, Special"
18842,"WIG WAVY NO. 3","Bricks, Special"
18844,"WIG PLAIT 3","Bricks, Special"
18853,"FLOWER W. 1,5 CONNECTOR","Bricks, Special"
18854,"SUNGLASSES W. 1,5 CONNECTOR","Bricks, Special"
18855,"FEEDING BOTTLE W. 3,2 SHAFT","Bricks, Special"
18857,"BOX 4X4X3","Bricks"
18859,"DISH Ø64X9.6 TR.","Bricks, Special"
18860,"ROUND BRICK 1X1 ""NO 1000""","Bricks, Special"
18862,"ROOF TILE 1X1X2/3 ""NO. 1000""","Bricks, Special"
18863,"ROOF TILE W. LATTICE 1x2x2/3 ""NO.1000""","Bricks, Special"
18866,"SHELL","Bricks, Special"
18870,"PLATE  ROUND 2X2 2/3 W. 1 KNOB""no.1000""","Bricks, Special"
18886,"MINI HEAD ""NO 1537""","Bricks, Special"
18892,"BEARING ELEMENT 2X4 MINI SNAP","Bricks, Special"
18895,"MOTORCYCLE FAIRING NO. 4","Bricks, Special"
18896,"MOTORCYCLE FRAME NO. 2","Bricks, Special"
18897,"CIRCLE BRICK 6X6 W/4.85 HOLE","Bricks, Special"
18899,"HELMET NO. 68","Bricks, Special"
18904,"CROCODILE 4X9  BODY","Bricks, Special"
18906,"CROCODILE TAIL","Bricks, Special"
18907,"PLANE FRONT, TOP 6X10X4","Bricks, Special"
18908,"PLANE INSERT NO. 1","Bricks, Special"
18909,"WALL ELEMENT CONE 3X6X6","Bricks, Special"
18910,"WALL W. BOW 3X4X3 W3.2 SCHAFT","Bricks, Special"
18917,"FRUIT","Bricks"
18918,"CAKE DECORATION W. KNOB","Bricks"
18920,"SCISSORS W. 3.2 SHAFT","Bricks, Special"
18921,"DUPLO PLATE 6X12","Bricks"
18922,"PLATE 8X16X6,4 MM W/WING","Bricks, Special"
18927,"HAT NO. 30","Bricks, Special"
18937,"CAR BOTTOM, LARGE, ASSEMBLY","Bricks, Special"
18938,"UPPER PART FOR TURNTABLE Z60","Bricks, Special Circles And Angles"
18939,"LOWER PART FOR TURNTABLE Z60","Bricks, Special Circles And Angles"
18940,"HOUSING 2X15X3M F/GEAR RACK","Bricks, Special Circles And Angles"
18942,"GEAR RACK 14X2M W/GROOVE","Bricks, Special Circles And Angles"
18943,"SHOVEL 5X7X4½  W/ HOLE/CROSS","Bricks, Special Circles And Angles"
18944,"PANEL CURVED 3X13X2","Bricks, Special Circles And Angles"
18945,"PANEL WITH ANGLE 5X11","Bricks, Special Circles And Angles"
18946,"GEAR WHEEL Z16 W. Ø.4,85","Bricks, Special Circles And Angles"
18947,"GEAR SHIFTER RING 3M","Bricks, Special Circles And Angles"
18948,"GEAR SHIFTER CONNECTOR 3M","Bricks, Special Circles And Angles"
18949,"PLATE 1X1 ""NO. 3""","Bricks, Special"
18950,"SWORD NO. 6","Bricks, Special"
18952,"PLATE 1X1 ""NO. 4""","Bricks, Special"
18957,"SWORD NO. 5  2015","Bricks, Special"
18961,"ARMOUR NO. 11 COL.05/154","Bricks, Special"
18968,"PLATE 1X1 ""NO. 9""","Bricks, Special"
18969,"DECO. SHELL 12M W. Ø3,2 HOLDER","Bricks, Special"
18970,"SHELL","Bricks, Special"
18971,"FOOT, PLATE","Frames, windows, walls and doors"
18972,"WINDSCREEN  4X5X1 1/3 W/STUDS","Bricks, Special"
18973,"WINDSCREEN 4X6X1 1/3 W/STUDS","Bricks, Special"
18974,"BRICK W/ARCH 2X4X2 1/3","Bricks, Special"
18976,"RIM Ø18X12 W CROSS & STUD","Bricks, Special"
18977,"TYRE LOW Ø24X12","Bricks, Special"
18980,"1/2 CIRCLE PLATE 2X6","Bricks, Special"
18981,"WALL 4X16X10 W. GATE ""NO.3""","Bricks, Special"
18984,"MINI HAT NO. 27","Bricks, Special"
18986,"BACK PLATE W.2 KNOBS FOR TEXTILE","Bricks, Special"
18988,"Rudder 2x12x5","Bricks, Special"
18989,"RUDDER 2X6X4","Bricks, Special"
18990,"COCKPIT 4x4x1 2/3 W/Ø3.2 SHAFT","Bricks, Special"
19000,"HELICOPTER 4X14X5, ASSEMBLY","Bricks, Special"
19001,"SKIP 8X12X5, ASSEMBLY","Bricks, Special"
19010,"PLANE TOP 6x12x3 ""NO 1""","Bricks"
19011,"DUCK  ""NO. 1""","Bricks"
19013,"DUCK ""NO. 2""","Bricks"
19015,"GRIZZLY BEAR CUB ""NO 3""","Bricks"
19020,"WEAPON NO. 7","Bricks, Special"
19030,"GRIZZLY BEAR ""NO 3""","Bricks"
19033,"PLATE 4X4 W. 4 KNOBS ""NO. 11""","Bricks, Special"
19034,"DEER LAMB ""NO 1""","Bricks"
19038,"DEER FEMALE ""NO 1""","Bricks"
19044,"FIG HEAD CLOTHING NO.10","Bricks, Special"
19049,"HEAD 1, 2015","Bricks, Special Circles And Angles"
19050,"HEAD TRIGGER W. CROSSHOLE","Bricks, Special Circles And Angles"
19052,"MASK 1, 2015","Bricks, Special Circles And Angles"
19053,"SQUIRREL ""NO 2""","Bricks"
19061,"MASK 2, 2015","Bricks, Special Circles And Angles"
19062,"MASK 3, 2015","Bricks, Special Circles And Angles"
19063,"PAVILION 6X3X5","Bricks, Special"
19064,"MASK 4, 2015","Bricks, Special Circles And Angles"
19077,"MASK 5, 2015","Bricks, Special Circles And Angles"
19082,"MASK 6, 2015","Bricks, Special Circles And Angles"
19084,"DUPLO FISH","Bricks"
19086,"BEAM/FUNCTION 5X6X2 Ø 4.85 HOLE","Bricks, Special Circles And Angles"
19087,"SHELL 4X41/2  W.D.3.2 SHAFT","Bricks, Special Circles And Angles"
19089,"WEAPON 2,2015","Bricks, Special Circles And Angles"
19090,"WEAPON 3, 2015","Bricks, Special Circles And Angles"
19105,"PICK-UP ELEMENT 4X8 ""NO 2""","Bricks"
19118,"KEY W. 3,2 SHAFT AND STUD","Bricks, Special"
19119,"STALK W. 1,5 SHAFT AND 3,2 SHAFT","Bricks, Special"
19121,"IRON FENCE 1X4X2 W. 4 STUDS","Bricks, Special"
19134,"PIG, ASSEMBLED ""NO 3""","Bricks"
19136,"HEAD NO.1 ""NO. 1""","Bricks, Special"
19137,"MINI HEAD PYTHOR ""NO.2""","Bricks, Special"
19141,"SWORDHOLDER W. Ø 3.2 SHAFT","Bricks, Special"
19149,"MASK 8, 2015 126/26","Bricks, Special Circles And Angles"
19151,"WEAPON 4, 2015","Bricks, Special Circles And Angles"
19159,"DBL.SNAP 2M. W/2 X Ø3.2 HOLDER","Bricks, Special Circles And Angles"
19175,"MONSTER HEAD NO. 2 ""NO. 2""","Bricks, Special"
19179,"BLADE 3M W/3.2 SHAFT","Bricks, Special"
19192,"FLAG 6X4 W. 2 HOLDERS ""NO.1""","Bricks, Special"
19193,"HIP W/SHORTS NO. 3 ASS. 2","Bricks, Special"
19199,"FLAT TILE 2X2, ROUND NO. ""1008""","Bricks, Special"
19208,"MINI HEAD ""NO 1557""","Bricks, Special"
19212,"WIND SCREEN 1X12X4 54 DEG","Bricks, Special"
19220,"WALKIE-TALKIE","Bricks, Special"
19222,"MINI HEAD ""NO.1558""","Bricks, Special"
19231,"ANIMAL NO 18 2014 ""NO 4""","Bricks, Special"
19241,"FLAT TILE 1X1, ROUND NO. 26","Plates, special circles and angles"
19250,"SAIL, BOAT,  165 X 135 MM, ""NO.1""","Bricks, Special"
19285,"DUPLO CURVE 2X4X2 ""NO 5""","Bricks"
19296,"MINI HEAD ""NO. 1567""","Bricks, Special"
19300,"MINI HEAD ""NO. 1571""","Bricks, Special"
19302,"MINI HEAD ""NO. 1573""","Bricks, Special"
19304,"MINI HEAD ""NO. 1574""","Bricks, Special"
19314,"MINI LOWER PART ""NO 761""","Bricks, Special"
19315,"MINI LOWER PART ""762""","Bricks, Special"
19317,"MINI LOWER PART ""763""","Bricks, Special"
19318,"MINI LOWER PART ""764""","Bricks, Special"
19322,"MINI LOWER PART ""766""","Bricks, Special"
19330,"MINI HEAD ""NO. 1576""","Bricks, Special"
19338,"DUPLO BRICK 1X2X2 ""NO 16""","Bricks"
19342,"MINI LOWER PART ""NO. 769""","Bricks, Special"
19343,"DUPLO BRICK 2X2 ""NO 39""","Bricks"
19344,"DUPLO CURVE 2X4X2 ""NO 6""","Bricks"
19349,"DUPLO BRICK 2X2 ""NO 40""","Bricks"
19350,"DUPLO BRICK 2X2 ""NO 41""","Bricks"
19351,"MINI LOWER PART ""770""","Bricks, Special"
19353,"DUPLO BRICK 1X2X2 ""NO 19""","Bricks"
19356,"MINI LOWER PART ""771""","Bricks, Special"
19358,"DUPLO BRICK 1X2X2 ""NO 17""","Bricks"
19361,"DUPLO BRICK 1X2X2 ""NO 18""","Bricks"
19362,"MINI LOWER PART ""773""","Bricks, Special"
19363,"MINI LOWER PART ""774""","Bricks, Special"
19364,"DUPLO CURVE 2X4X2 ""NO 7""","Bricks"
19367,"MINI LOWER PART ""775""","Bricks, Special"
19368,"MINI LOWER PART ""776""","Bricks, Special"
19395,"FLAT TILE 1X1, ROUND NO. 27","Plates, special circles and angles"
19400,"ADMIRAL'S HAT ""NO. 6""","Bricks, Special"
19407,"MINI HEAD ""NO. 1559""","Bricks, Special"
19415,"DUPLO BRICK 2X2X2 ""11""","Bricks"
19416,"DUPLO BRICK 2X2X2 ""NO. 12""","Bricks"
19417,"DUPLO BRICK 2X2X2 ""NO. 13""","Bricks"
19418,"DUPLO BRICK 2X2X2 ""NO. 14""","Bricks"
19419,"DUPLO BRICK 2X2X2 ""NO. 15""","Bricks"
19420,"DUPLO BRICK 2X2X2 ""NO. 16""","Bricks"
19421,"DUPLO BRICK 2X2X2 ""NO. 17""","Bricks"
19422,"DUPLO BRICK 2X2X2 ""NO. 18""","Bricks"
19423,"DUPLO BRICK 2X2X2 ""NO. 19""","Bricks"
19424,"DUPLO BRICK 2X2X2 ""NO. 20""","Bricks"
19425,"DUPLO BRICK 2X2X2 ""NO. 21""","Bricks"
19426,"DUPLO BRICK 2X2X2 ""NO. 22""","Bricks"
19428,"MINI LOWER PART ""NO. 748""","Bricks, Special"
19430,"DUPLO BRICK, BOW 2X3X1 ""NO. 5""","Bricks"
19431,"DUPLO OVAL 2X4X2 ""NO. 5""","Bricks"
19437,"TECHNIC CHANGE-OVER CATCH","Bricks, Special Circles And Angles"
19439,"MINI HEAD ""NO 1561""","Bricks, Special"
19440,"LADDER 2X12 W. B CON. MALE HF","Bricks"
19442,"BUNNY, BABY  DEC. NO 1","Bricks, Special"
19451,"BASKET FOR FIRE LADDER","Bricks"
19476,"PNEUMATIC CYLINDER 1 x 11 NO.1","Bricks, Special Circles And Angles"
19478,"PNEUMATIC CYLINDER 2 x 11 NO.1","Bricks, Special Circles And Angles"
19516,"MINI HEAD ""NO. 1560""","Bricks, Special"
19520,"DUPLO BRICK 2X2 ""NO 42""","Bricks"
19521,"MINI LOWER PART ""NO. 780""","Bricks, Special"
19523,"FLAG WITH 2 HOLDERS ""NO.9""","Bricks, Special"
19524,"FLAT TILE 2X2 ""NO. 240""","Bricks, Special"
19525,"FLAG WITH 2 HOLDERS ""NO.10""","Bricks, Special"
19534,"ANIMAL NO. 17 - 2014 ""NO.5""","Bricks, Special"
19538,"MINI HEAD ""NO. 1583""","Bricks, Special"
19540,"GRAB ELEMENT","Bricks, Special Circles And Angles"
19541,"MINI HEAD ""NO. 1580""","Figure, heads and masks"
19542,"MINI HEAD ""NO. 1578""","Bricks, Special"
19545,"MINI WIG NO. 37 ""NO. 2""","Bricks, Special"
19546,"MINI HEAD ""NO. 1579""","Bricks, Special"
